,type,description,support_material,subtype,filler_loading,previous_thickness,mean_thickness,mean_pore_size,pore_volume,specific_surface_area,aging,surface_area,temperature,feed_pressure,permeate_pressure,delta_pressure,feed_flow_rate,sweep_gas,sweep_gas_flow,stage_cut,x_He,Py_He,Pe_He,x_H2,Py_H2,Pe_H2,x_CO2,Py_CO2,Pe_CO2,x_O2,Py_O2,Pe_O2,x_H2S,Py_H2S,Pe_H2S,x_N2,Py_N2,Pe_N2,x_CO,Py_CO,Pe_CO,x_CH4,Py_CH4,Pe_CH4,x_C2H6,Py_C2H6,Pe_C2H6,x_SF6,Py_SF6,Pe_SF6,provided_data_type,in_reference_data_location,reference,url
514,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,3950000.0,,none,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,169.528930082919,1.03147739000233e-09,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
515,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,4440000.0,,none,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,162.11009787808,9.86338441294458e-10,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
516,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,4930000.0,,none,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,154.664074340153,9.41034050350445e-10,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
517,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,5430000.0,,none,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,148.332482081529,9.02510275946335e-10,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
518,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,5920000.0,,none,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,143.100296613308,8.70675703474669e-10,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
519,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,0.0,,308.0,,,6120000.0,,none,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,140.236218235592,8.53249579872263e-10,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
536,polymer,Pebax-1657,none,rubbery,0.0,,,,,,0.0,,298.0,500000.0,100000.0,400000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.21323529411765,,,,,,,,permeability,table 3,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
537,MMM,Pebax-1657/Si-CHA 5%,none,zeolite/PEBAX,5.0,,54.485,0.38,,,0.0,,298.0,500000.0,100000.0,400000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.57372793354102,2.80913074504338e-11,,,,,,,permeability,table 3,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
538,MMM,Pebax-1657/Si-CHA 10%,none,zeolite/PEBAX,10.0,,35.93,0.38,,,0.0,,298.0,500000.0,100000.0,400000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.98754295532646,4.6452384578912e-11,,,,,,,permeability,table 3,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
539,MMM,Pebax-1657/Si-CHA 15%,none,zeolite/PEBAX,15.0,,45.485,0.38,,,0.0,,298.0,500000.0,100000.0,400000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.33759398496241,6.86982015942015e-11,,,,,,,permeability,table 3,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
544,polymer,Pebax-1657,none,rubbery,0.0,,,,,,0.0,,298.0,300000.0,100000.0,200000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.80246913580251,,,,,,,,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
545,MMM,Pebax-1657/Si-CHA 5%,none,zeolite/PEBAX,5.0,,54.485,0.38,,,0.0,,298.0,300000.0,100000.0,200000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.07182940516277,2.50087047957809e-11,,,,,,,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
546,MMM,Pebax-1657/Si-CHA 10%,none,zeolite/PEBAX,10.0,,35.93,0.38,,,0.0,,298.0,300000.0,100000.0,200000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.99887766554436,6.51853146634893e-11,,,,,,,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
547,MMM,Pebax-1657/Si-CHA 15%,none,zeolite/PEBAX,15.0,,45.485,0.38,,,0.0,,298.0,300000.0,100000.0,200000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.93827160493829,6.5760321728344e-11,,,,,,,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
552,polymer,Pebax-1657,none,rubbery,0.0,,,,,,0.0,,298.0,700000.0,100000.0,600000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.26936026936031,,,,,,,,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
553,MMM,Pebax-1657/Si-CHA 5%,none,zeolite/PEBAX,5.0,,54.485,0.38,,,0.0,,298.0,700000.0,100000.0,600000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.26262626262629,3.84643254576784e-11,,,,,,,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
554,MMM,Pebax-1657/Si-CHA 10%,none,zeolite/PEBAX,10.0,,35.93,0.38,,,0.0,,298.0,700000.0,100000.0,600000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.2446689113356,5.81608548408682e-11,,,,,,,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
555,MMM,Pebax-1657/Si-CHA 15%,none,zeolite/PEBAX,15.0,,45.485,0.38,,,0.0,,298.0,700000.0,100000.0,600000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0157126823793,7.36872314293995e-11,,,,,,,permeability,fig 13a,EBADI R et al 2021,https://doi.org/10.1016/j.jngse.2021.103947
578,polymer,Matrimid5218,none,glassy,0.0,,,0.6499999999999999,,,0.0,,298.0,1000000.0,0.0,1000000.0,1000.0,Ar,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.199301,,,,,,,,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
579,MMM,Matrimid5218/MOF,none,MOF/glassy,10.0,,,0.6499999999999999,,,0.0,,298.0,1000000.0,0.0,1000000.0,1000.0,Ar,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.317073,,,,,,,,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
580,MMM,Matrimid5218/MOF,none,MOF/glassy,20.0,,,0.6499999999999999,,,0.0,,298.0,1000000.0,0.0,1000000.0,1000.0,Ar,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.398165,,,,,,,,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
581,MMM,Matrimid5218/MOF,none,MOF/glassy,30.0,,,0.6499999999999999,,,0.0,,298.0,1000000.0,0.0,1000000.0,1000.0,Ar,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.451994,,,,,,,,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
586,polymer,Matrimid5218,none,glassy,0.0,,,0.6499999999999999,,,0.0,,308.0,1000000.0,0.0,1000000.0,1000.0,Ar,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.227748728,,,,,,,,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
587,polymer,Matrimid5218,none,glassy,0.0,,,0.6499999999999999,,,0.0,,318.0,1000000.0,0.0,1000000.0,1000.0,Ar,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.306622951,,,,,,,,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
588,polymer,Matrimid5218,none,glassy,0.0,,,0.6499999999999999,,,0.0,,328.0,1000000.0,0.0,1000000.0,1000.0,Ar,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.374130248,,,,,,,,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
589,polymer,Matrimid5218,none,glassy,0.0,,,0.6499999999999999,,,0.0,,338.0,1000000.0,0.0,1000000.0,1000.0,Ar,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.453387111,,,,,,,,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
594,MMM,Matrimid5218/MOF,none,MOF/glassy,10.0,,,0.6499999999999999,,,0.0,,308.0,1000000.0,0.0,1000000.0,1000.0,Ar,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.344486117,,,,,,,,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
595,MMM,Matrimid5218/MOF,none,MOF/glassy,10.0,,,0.6499999999999999,,,0.0,,318.0,1000000.0,0.0,1000000.0,1000.0,Ar,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.416816913,,,,,,,,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
596,MMM,Matrimid5218/MOF,none,MOF/glassy,10.0,,,0.6499999999999999,,,0.0,,328.0,1000000.0,0.0,1000000.0,1000.0,Ar,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.519082513,,,,,,,,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
597,MMM,Matrimid5218/MOF,none,MOF/glassy,10.0,,,0.6499999999999999,,,0.0,,338.0,1000000.0,0.0,1000000.0,1000.0,Ar,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.596556661,,,,,,,,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
608,polymer,6FDA-DAM:DABA(3:2),none,glassy,0.0,,,,,,0.0,,303.0,,,690000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.2,,,,,,,,permeability,table 4,AHMAD MZ et al 2021 / QIU W et al 2013,https://doi.org/10.1016/j.seppur.2020.117582
610,polymer,6FDA-DAM:DABA(3:2),none,glassy,0.0,,,,,,0.0,,303.0,,,100000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.5,,,,,,,,permeability,table 4,AHMAD MZ et al 2021 / PARK S et al 2014,https://doi.org/10.1016/j.seppur.2020.117582
612,MMM,6FDA-DAM:DABA(3:2)/DMS,none,DMS/glassy,10.0,,,,,,0.0,,303.0,,,100000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.6,,,,,,,,permeability,table 4,AHMAD MZ et al 2021 / PARK S et al 2014,https://doi.org/10.1016/j.seppur.2020.117582
614,MMM,6FDA-DAM:DABA(3:2)/DMS,none,DMS/glassy,20.0,,,,,,0.0,,303.0,,,100000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.1,,,,,,,,permeability,table 4,AHMAD MZ et al 2021 / PARK S et al 2014,https://doi.org/10.1016/j.seppur.2020.117582
679,polymer,Matrimid5218,none,glassy,0.0,,,,,,0.0,,308.0,,,500000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.18,,,,,,,,permeability,table 3,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
680,MMM,Cu-BTC/Matrimid5218,none,MOF/glassy,5.0,,,1.12,,,0.0,,308.0,,,500000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.18,,,,,,,,permeability,table 3,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
681,MMM,Cu-BTC/Matrimid5218,none,MOF/glassy,10.0,,,1.12,,,0.0,,308.0,,,500000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.19,,,,,,,,permeability,table 3,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
682,MMM,Cu-BTC/Matrimid5218,none,MOF/glassy,20.0,,,1.12,,,0.0,,308.0,,,500000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.22,,,,,,,,permeability,table 3,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
683,MMM,Cu-BTC/Matrimid5218,none,MOF/glassy,30.0,,,1.12,,,0.0,,308.0,,,500000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.27,,,,,,,,permeability,table 3,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
684,MMM,Cu-BDC/Matrimid5218,none,MOF/glassy,5.0,,,1.05,,,0.0,,308.0,,,500000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.18,,,,,,,,permeability,table 3,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
685,MMM,Cu-BDC/Matrimid5218,none,MOF/glassy,10.0,,,1.05,,,0.0,,308.0,,,500000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.21,,,,,,,,permeability,table 3,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
686,MMM,Cu-BDC/Matrimid5218,none,MOF/glassy,20.0,,,1.05,,,0.0,,308.0,,,500000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.21,,,,,,,,permeability,table 3,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
687,MMM,Cu-BDC/Matrimid5218,none,MOF/glassy,30.0,,,1.05,,,0.0,,308.0,,,500000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.21,,,,,,,,permeability,table 3,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
688,MMM,Cu-BDC/Matrimid5218,none,MOF/glassy,35.0,,,1.05,,,0.0,,308.0,,,500000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.25,,,,,,,,permeability,table 3,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
692,MMM,Cu-BDC/Matrimid5218,none,MOF/glassy,30.0,,,1.05,,,0.0,,318.0,,,500000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.214904679376084,,,,,,,,permeability,fig 6a,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
693,MMM,Cu-BDC/Matrimid5218,none,MOF/glassy,30.0,,,1.05,,,0.0,,328.0,,,500000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.233743409490335,,,,,,,,permeability,fig 6a,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
694,MMM,Cu-BDC/Matrimid5218,none,MOF/glassy,30.0,,,1.05,,,0.0,,338.0,,,500000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.271095152603234,,,,,,,,permeability,fig 6a,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
698,MMM,Cu-BTC/Matrimid5218,none,MOF/glassy,20.0,,,1.12,,,0.0,,318.0,,,500000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.248239436619719,,,,,,,,permeability,fig 6b,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
699,MMM,Cu-BTC/Matrimid5218,none,MOF/glassy,20.0,,,1.12,,,0.0,,328.0,,,500000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.267148014440433,,,,,,,,permeability,fig 6b,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
700,MMM,Cu-BTC/Matrimid5218,none,MOF/glassy,20.0,,,1.12,,,0.0,,338.0,,,500000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.288888888888889,,,,,,,,permeability,fig 6b,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
705,MMM,Cu-BDC/Matrimid5218,none,MOF/glassy,30.0,,,1.05,,,0.0,,308.0,,,100000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.259047619047619,,,,,,,,permeability,fig 8a,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
706,MMM,Cu-BDC/Matrimid5218,none,MOF/glassy,30.0,,,1.05,,,0.0,,308.0,,,200000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.245421245421246,,,,,,,,permeability,fig 8a,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
707,MMM,Cu-BDC/Matrimid5218,none,MOF/glassy,30.0,,,1.05,,,0.0,,308.0,,,300000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.235714285714285,,,,,,,,permeability,fig 8a,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
708,MMM,Cu-BDC/Matrimid5218,none,MOF/glassy,30.0,,,1.05,,,0.0,,308.0,,,400000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.209424083769634,,,,,,,,permeability,fig 8a,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
713,MMM,Cu-BTC/Matrimid5218,none,MOF/glassy,20.0,,,1.12,,,0.0,,308.0,,,100000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.31630648330059,,,,,,,,permeability,fig 8b,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
714,MMM,Cu-BTC/Matrimid5218,none,MOF/glassy,20.0,,,1.12,,,0.0,,308.0,,,200000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.309297912713473,,,,,,,,permeability,fig 8b,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
715,MMM,Cu-BTC/Matrimid5218,none,MOF/glassy,20.0,,,1.12,,,0.0,,308.0,,,300000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.280510018214937,,,,,,,,permeability,fig 8b,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
716,MMM,Cu-BTC/Matrimid5218,none,MOF/glassy,20.0,,,1.12,,,0.0,,308.0,,,400000.0,,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.250883392226149,,,,,,,,permeability,fig 8b,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
725,polymer,PEI,alumina,glassy,0.0,,,,,,0.0,,303.0,,,100000.0,,Ar,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.43618362015384e-10,,,,,,,permeance,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
729,MMM,SAPO-34/PEI,alumina,zeolite/glassy,5.0,,1.0,,,,0.0,,303.0,,,100000.0,,Ar,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.02154093529712,7.20847069534855e-12,,,,,,,permeance,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
733,MMM,SAPO-34/PEI,alumina,zeolite/glassy,10.0,,,,,,0.0,,303.0,,,100000.0,,Ar,,,,,,,,,,,,,,,,,,,,,,,,1.0,,9.45127056558033e-11,,,,,,,permeance,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
757,MMM,HOF-30/matrimid5218,none,HOF/glassy,10.0,,15.0,0.394,,,0.0,2.01,298.0,,,100000.0,50.0,N2,50.0,,,,,,,,,,,,,,,,,,,,,,,1.0,4.6,1.02623105701565e-10,,,,,,,permeability,table S3,LI W et al 2022,https://doi.org/10.1016/j.memsci.2021.120021
772,CMS,CMS at 973 K,none,PEK-C,0.0,70.0,60.0,0.575,0.026,94.0,0.0,,303.0,10000.0,,,10.0,Ar,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,16.9,9.42570916498066e-11,,,,,,,permeability,table 3,XU R et al 2020,https://doi.org/10.1016/j.jechem.2020.03.008
776,CMS,CMS at 1073 K,none,PEK-C,0.0,70.0,60.0,0.575,0.029,106.0,0.0,,303.0,10000.0,,,10.0,Ar,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,7.7,4.29455387990243e-11,,,,,,,permeability,table 3,XU R et al 2020,https://doi.org/10.1016/j.jechem.2020.03.008
780,CMS,CMS at 1173 K,none,PEK-C,0.0,70.0,60.0,0.575,0.019,70.0,0.0,,303.0,10000.0,,,10.0,Ar,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.57,8.75642804084002e-12,,,,,,,permeability,table 3,XU R et al 2020,https://doi.org/10.1016/j.jechem.2020.03.008
796,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,303.0,200000.0,100000.0,100000.0,600.0,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,107.372100314754,1.197702e-08,,,,,,,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
797,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,323.0,200000.0,100000.0,100000.0,600.0,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,120.002756843211,1.338593e-08,,,,,,,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
798,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,353.0,200000.0,100000.0,100000.0,600.0,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,134.119336049193,1.496059e-08,,,,,,,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
808,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,303.0,600000.0,100000.0,500000.0,600.0,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,136.554994162356,1.523228e-08,,,,,,,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
809,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,323.0,600000.0,100000.0,500000.0,600.0,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,147.61061747685,1.64655e-08,,,,,,,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
810,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,353.0,600000.0,100000.0,500000.0,600.0,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,157.796651049444,1.760172e-08,,,,,,,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
817,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,303.0,400000.0,100000.0,300000.0,600.0,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,136.564676192472,1.523336e-08,,,,,,,permeability,fig 8,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
829,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,303.0,300000.0,100000.0,200000.0,600.0,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,106.938291576501,1.192863e-08,,,,,,,permeability,fig 5,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
830,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,303.0,500000.0,100000.0,400000.0,600.0,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,138.285567397164,1.542532e-08,,,,,,,permeability,fig 5,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
831,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,303.0,700000.0,100000.0,600000.0,600.0,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,137.273615953188,1.531244e-08,,,,,,,permeability,fig 5,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
841,zeolite,M1,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.9,,,,0.0,,298.0,,,100000.0,,Ar,50.0,,,,,,,,,,,,,,,,,,,,,,,1.0,28.0118384673509,1.04154415214859e-08,,,,,,,permeance,fig 2,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
885,zeolite,unmodified HybSi,alfa-alumina tubes,HybSi by Pervatech BV,0.0,,,0.4,,,0.0,50.0,373.0,600000.0,100000.0,500000.0,1707.33333333333,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.357682450066e-08,,,,,,,permeance,fig 3,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
886,zeolite,unmodified HybSi,alfa-alumina tubes,HybSi by Pervatech BV,0.0,,,0.4,,,0.0,50.0,423.0,600000.0,100000.0,500000.0,1707.33333333333,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.82452768783423e-08,,,,,,,permeance,fig 3,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
887,zeolite,unmodified HybSi,alfa-alumina tubes,HybSi by Pervatech BV,0.0,,,0.4,,,0.0,50.0,473.0,600000.0,100000.0,500000.0,1707.33333333333,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.71811100917542e-08,,,,,,,permeance,fig 3,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
891,zeolite,unmodified HybSi,alfa-alumina tubes,HybSi by Pervatech BV,0.0,,,0.4,,,0.0,50.0,523.0,600000.0,100000.0,500000.0,1707.33333333333,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.70731612784597e-08,,,,,,,permeance,fig 5,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
893,zeolite,HybSi CVI for 8h,alfa-alumina tubes,HybSi by Pervatech BV,0.0,,,0.55,,,0.0,50.0,523.0,600000.0,100000.0,500000.0,1707.33333333333,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.34443924929184e-10,,,,,,,permeance,fig 5,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
106,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,61.6546252952298,1.71934487191922e-08,,,,permeance,fig 7,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
107,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,23.6741718693191,6.6019484840819e-09,permeance,fig 7,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
888,zeolite,unmodified HybSi,alfa-alumina tubes,HybSi by Pervatech BV,0.0,,,0.4,,,0.0,50.0,373.0,600000.0,100000.0,500000.0,1707.33333333333,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.4313428340937e-09,permeance,fig 3,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
