,type,description,support_material,subtype,filler_loading,previous_thickness,mean_thickness,mean_pore_size,pore_volume,specific_surface_area,aging,surface_area,temperature,feed_pressure,permeate_pressure,delta_pressure,feed_flow_rate,sweep_gas,sweep_gas_flow,stage_cut,x_He,Py_He,Pe_He,x_H2,Py_H2,Pe_H2,x_CO2,Py_CO2,Pe_CO2,x_O2,Py_O2,Pe_O2,x_H2S,Py_H2S,Pe_H2S,x_N2,Py_N2,Pe_N2,x_CO,Py_CO,Pe_CO,x_CH4,Py_CH4,Pe_CH4,x_C2H6,Py_C2H6,Pe_C2H6,x_SF6,Py_SF6,Pe_SF6,provided_data_type,in_reference_data_location,reference,url
731,MMM,SAPO-34/PEI,alumina,zeolite/glassy,10.0,,,,,,0.0,,303.0,,,100000.0,,Ar,,,,,,,,,1.0,,6.81292069057965e-10,,,,,,,,,,,,,,,,,,,,,,permeance,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
758,MMM,HOF-30/matrimid5218,none,HOF/glassy,10.0,,15.0,0.394,,,0.0,2.01,298.0,,,100000.0,50.0,N2,50.0,,,,,,,,1.0,10.4784079131195,2.33766687576559e-10,,,,,,,,,,,,,,,,,,,,,,permeability,fig 8,LI W et al 2022,https://doi.org/10.1016/j.memsci.2021.120021
790,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,303.0,200000.0,100000.0,100000.0,600.0,none,,,,,,,,,1.0,6576.48722074984,7.3358646e-07,,,,,,,,,,,,,,,,,,,,,,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
791,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,323.0,200000.0,100000.0,100000.0,600.0,none,,,,,,,,,1.0,6724.40703565142,7.50086450000001e-07,,,,,,,,,,,,,,,,,,,,,,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
792,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,353.0,200000.0,100000.0,100000.0,600.0,none,,,,,,,,,1.0,5383.36536029797,6.0049747e-07,,,,,,,,,,,,,,,,,,,,,,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
802,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,303.0,600000.0,100000.0,500000.0,600.0,none,,,,,,,,,1.0,4769.74097259792,5.320496e-07,,,,,,,,,,,,,,,,,,,,,,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
803,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,323.0,600000.0,100000.0,500000.0,600.0,none,,,,,,,,,1.0,4959.06518245473,5.53168120000001e-07,,,,,,,,,,,,,,,,,,,,,,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
804,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,353.0,600000.0,100000.0,500000.0,600.0,none,,,,,,,,,1.0,4511.74723308867,5.0327121e-07,,,,,,,,,,,,,,,,,,,,,,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
815,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,303.0,400000.0,100000.0,300000.0,600.0,none,,,,,,,,,1.0,5346.62806245236,5.9639954e-07,,,,,,,,,,,,,,,,,,,,,,permeability,fig 8,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
824,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,303.0,300000.0,100000.0,200000.0,600.0,none,,,,,,,,,1.0,6551.4788059055,7.30796850000001e-07,,,,,,,,,,,,,,,,,,,,,,permeability,fig 7,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
825,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,303.0,500000.0,100000.0,400000.0,600.0,none,,,,,,,,,1.0,5350.28957315632,5.9680797e-07,,,,,,,,,,,,,,,,,,,,,,permeability,fig 7,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
826,zeolite,SSZ-13 ,alfa-alumina tubes,SSZ-13,0.0,,3.0,0.372,,,0.0,5.7,303.0,700000.0,100000.0,600000.0,600.0,none,,,,,,,,,1.0,4751.30961460043,5.2999364e-07,,,,,,,,,,,,,,,,,,,,,,permeability,fig 7,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
845,zeolite,GO size of 40-50,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.9,,,,0.0,,298.0,,,100000.0,,Ar,50.0,,,,,,,,1.0,11.8873814202,4.42e-09,,,,,,,,,,,,,,,,,,,,,,permeance,table S1,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
846,zeolite,GO size of 20-30,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.9,,,,0.0,,298.0,,,100000.0,,Ar,50.0,,,,,,,,1.0,36.038667654,1.34e-08,,,,,,,,,,,,,,,,,,,,,,permeance,table S1,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
847,zeolite,GO size of 3-5,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.8,,,,0.0,,298.0,,,100000.0,,Ar,50.0,,,,,,,,1.0,88.45311464,3.7e-08,,,,,,,,,,,,,,,,,,,,,,permeance,table S1,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
851,zeolite,M3,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.9,,,,0.0,,298.0,,,100000.0,,Ar,50.0,,,,,,,,1.0,712.70499465,2.65e-07,,,,,,,,,,,,,,,,,,,,,,permeance,table S2,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
852,zeolite,M4,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.5,,,,0.0,,298.0,,,100000.0,,Ar,50.0,,,,,,,,1.0,143.13865511,9.58e-08,,,,,,,,,,,,,,,,,,,,,,permeance,table S2,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
853,zeolite,M5,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.9,,,,0.0,,298.0,,,100000.0,,Ar,50.0,,,,,,,,1.0,169.43552703,6.3e-08,,,,,,,,,,,,,,,,,,,,,,permeance,table S2,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
858,zeolite,ZnEG Content X=40,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.7,,,,0.0,,298.0,,,100000.0,,Ar,50.0,,,,,,,,1.0,111.22757619871,5.31732265955082e-08,,,,,,,,,,,,,,,,,,,,,,permeance, fig 4,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
859,zeolite,ZnEG Content X=80,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.8,,,,0.0,,298.0,,,100000.0,,Ar,50.0,,,,,,,,1.0,27.7572141875142,1.161086219652e-08,,,,,,,,,,,,,,,,,,,,,,permeance, fig 4,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
860,zeolite,ZnEG Content X=100,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.9,,,,0.0,,298.0,,,100000.0,,Ar,50.0,,,,,,,,1.0,24.7648206378276,9.20812610868141e-09,,,,,,,,,,,,,,,,,,,,,,permeance, fig 4,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
861,zeolite,ZnEG Content X=150,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,2.0,,,,0.0,,298.0,,,100000.0,,Ar,50.0,,,,,,,,1.0,90.0495538698742,1.50671166605981e-08,,,,,,,,,,,,,,,,,,,,,,permeance, fig 4,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
866,zeolite,reaction time = 0h,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.9,,,,0.0,,298.0,,,100000.0,,Ar,50.0,,,,,,,,1.0,506.961247663457,1.88499774295522e-07,,,,,,,,,,,,,,,,,,,,,,permeance, fig 6,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
867,zeolite,reaction time = 2h,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.9,,,,0.0,,298.0,,,100000.0,,Ar,50.0,,,,,,,,1.0,166.382412539019,6.18647822785255e-08,,,,,,,,,,,,,,,,,,,,,,permeance, fig 6,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
868,zeolite,reaction time = 4h,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.9,,,,0.0,,298.0,,,100000.0,,Ar,50.0,,,,,,,,1.0,48.7520648210417,1.81271315264467e-08,,,,,,,,,,,,,,,,,,,,,,permeance, fig 6,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
869,zeolite,reaction time = 12h,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.9,,,,0.0,,298.0,,,100000.0,,Ar,50.0,,,,,,,,1.0,56.5798787369624,2.10376915804529e-08,,,,,,,,,,,,,,,,,,,,,,permeance, fig 6,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
874,zeolite,filtration time = 3s,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,0.5,,,,0.0,,298.0,,,100000.0,,Ar,50.0,,,,,,,,1.0,22.7019228721628,1.51939684600352e-08,,,,,,,,,,,,,,,,,,,,,,permeance, fig 8,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
875,zeolite,filtration time = 10s,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,1.5,,,,0.0,,298.0,,,100000.0,,Ar,50.0,,,,,,,,1.0,8.67379130496951,1.93506826505043e-09,,,,,,,,,,,,,,,,,,,,,,permeance, fig 8,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
876,zeolite,filtration time = 15s,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,2.0,,,,0.0,,298.0,,,100000.0,,Ar,50.0,,,,,,,,1.0,13.7158227902029,2.2949353238852e-09,,,,,,,,,,,,,,,,,,,,,,permeance, fig 8,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
877,zeolite,filtration time = 20s,alfa-alumina hollow fiber,ZIF-8/GO,0.0,,2.5,,,,0.0,,298.0,,,100000.0,,Ar,50.0,,,,,,,,1.0,42.0663111850851,5.63083760768074e-09,,,,,,,,,,,,,,,,,,,,,,permeance, fig 8,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
882,zeolite,unmodified HybSi,alfa-alumina tubes,HybSi by Pervatech BV,0.0,,,0.4,,,0.0,50.0,373.0,600000.0,100000.0,500000.0,1707.33333333333,none,,,,,,,,,1.0,,2.36842058858196e-08,,,,,,,,,,,,,,,,,,,,,,permeance,fig 3,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
883,zeolite,unmodified HybSi,alfa-alumina tubes,HybSi by Pervatech BV,0.0,,,0.4,,,0.0,50.0,423.0,600000.0,100000.0,500000.0,1707.33333333333,none,,,,,,,,,1.0,,3.52784421328854e-08,,,,,,,,,,,,,,,,,,,,,,permeance,fig 3,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
884,zeolite,unmodified HybSi,alfa-alumina tubes,HybSi by Pervatech BV,0.0,,,0.4,,,0.0,50.0,473.0,600000.0,100000.0,500000.0,1707.33333333333,none,,,,,,,,,1.0,,6.66940053454309e-08,,,,,,,,,,,,,,,,,,,,,,permeance,fig 3,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
899,zeolite,unmodified HybSi,alfa-alumina tubes,HybSi by Pervatech BV,0.0,,,0.4,,,0.0,50.0,523.0,600000.0,100000.0,500000.0,1707.33333333333,none,,,,,,,,,1.0,,8.69564805313542e-08,,,,,,,,,,,,,,,,,,,,,,permeance,fig 4,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
900,zeolite,HybSi CVI for 4h,alfa-alumina tubes,HybSi by Pervatech BV,0.0,,,,,,0.0,50.0,523.0,600000.0,100000.0,500000.0,1707.33333333333,none,,,,,,,,,1.0,,2.19213375871983e-08,,,,,,,,,,,,,,,,,,,,,,permeance,fig 4,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
901,zeolite,HybSi CVI for 8h,alfa-alumina tubes,HybSi by Pervatech BV,0.0,,,0.55,,,0.0,50.0,523.0,600000.0,100000.0,500000.0,1707.33333333333,none,,,,,,,,,1.0,,2.70297917164329e-09,,,,,,,,,,,,,,,,,,,,,,permeance,fig 4,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
902,zeolite,HybSi CVI for 12h,alfa-alumina tubes,HybSi by Pervatech BV,0.0,,,0.55,,,0.0,50.0,523.0,600000.0,100000.0,500000.0,1707.33333333333,none,,,,,,,,,1.0,,1.7119314635084e-09,,,,,,,,,,,,,,,,,,,,,,permeance,fig 4,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
924,zeolite,unmodified MFI-type,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,,0.0,,773.0,300000.0,100000.0,200000.0,100.0,N2,12.0,,,,,,,,1.0,589.738859680705,2.81929347826086e-08,,,,,,,,,,,,,,,,,,,,,,permeance,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
925,zeolite,unmodified MFI-type,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,,0.0,,673.0,300000.0,100000.0,200000.0,100.0,N2,12.0,,,,,,,,1.0,525.791272486413,2.51358695652174e-08,,,,,,,,,,,,,,,,,,,,,,permeance,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
926,zeolite,unmodified MFI-type,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,,0.0,,573.0,300000.0,100000.0,200000.0,100.0,N2,12.0,,,,,,,,1.0,667.897021807064,3.19293478260869e-08,,,,,,,,,,,,,,,,,,,,,,permeance,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
927,zeolite,unmodified MFI-type,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,,0.0,,473.0,300000.0,100000.0,200000.0,100.0,N2,12.0,,,,,,,,1.0,859.739783389946,4.11005434782609e-08,,,,,,,,,,,,,,,,,,,,,,permeance,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
928,zeolite,unmodified MFI-type,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,,0.0,,373.0,300000.0,100000.0,200000.0,100.0,N2,12.0,,,,,,,,1.0,1172.37243189538,5.60461956521738e-08,,,,,,,,,,,,,,,,,,,,,,permeance,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
929,zeolite,unmodified MFI-type,alfa-alumina disks,ZSM-5,0.0,,7.0,0.58,,,0.0,,298.0,300000.0,100000.0,200000.0,100.0,N2,12.0,,,,,,,,1.0,1811.84830383831,8.66168478260869e-08,,,,,,,,,,,,,,,,,,,,,,permeance,fig 5,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
28,polymer,PI-0.25,none,polyimides,0.0,,50.0,,,411.0,0.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,,,,,,,,,,1.0,37.0,2.47634015932036e-10,,,,,,,,,,,,,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
29,polymer,PI-0.50,none,polyimides,0.0,,50.0,,,219.0,0.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,,,,,,,,,,1.0,22.0,1.47241847310941e-10,,,,,,,,,,,,,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
30,polymer,PI-0.75,none,polyimides,0.0,,50.0,,,63.0,0.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,,,,,,,,,,1.0,14.0,9.36993573796894e-11,,,,,,,,,,,,,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
31,polymer,PI-1.00,none,polyimides,0.0,,50.0,,,53.0,0.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,,,,,,,,,,1.0,4.8,3.21254939587507e-11,,,,,,,,,,,,,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
32,polymer,IPI-0.25,none,ionic copolyimides,0.0,,50.0,,,367.0,0.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,,,,,,,,,,1.0,35.0,2.34248393449224e-10,,,,,,,,,,,,,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
33,polymer,IPI-0.50,none,ionic copolyimides,0.0,,50.0,,,83.0,0.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,,,,,,,,,,1.0,8.5,5.68888955519543e-11,,,,,,,,,,,,,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
34,polymer,IPI-0.75,none,ionic copolyimides,0.0,,50.0,,,56.0,0.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,,,,,,,,,,1.0,2.6,1.74013092276566e-11,,,,,,,,,,,,,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
35,polymer,IPI-1.00,none,ionic copolyimides,0.0,,50.0,,,41.0,0.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,,,,,,,,,,1.0,0.46,3.07869317104694e-12,,,,,,,,,,,,,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
300,polymer,untreated,none,PIM-1,0.0,,90.0,,,685.0,0.0,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,1.0,742.0,2.75892552284641e-09,,,,,,,,,,,,,,,,,,,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
301,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,,,759.0,0.0,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,1.0,2200.0,6.69281124140639e-09,,,,,,,,,,,,,,,,,,,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
302,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,,,759.0,1200.0,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,1.0,600.0,1.8253121567472e-09,,,,,,,,,,,,,,,,,,,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
310,polymer,EtOH_100 treaded,none,PIM-1,0.0,,125.4,,,759.0,2117.0,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,1.0,665.0,1.774609041282e-09,,,,,,,,,,,,,,,,,,,permeability,table S1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
381,polymer,untreated,none,PIM-1,0.0,,90.0,,,685.0,4.03483,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,1.0,684.4334,2.54487975195222e-09,,,,,,,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
382,polymer,untreated,none,PIM-1,0.0,,90.0,,,685.0,37.73106,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,1.0,676.9041,2.51688409435226e-09,,,,,,,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
383,polymer,untreated,none,PIM-1,0.0,,90.0,,,685.0,248.9525,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,1.0,629.6693,2.34125431633805e-09,,,,,,,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
384,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,,,759.0,7.024282,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,1.0,1589.161,4.83452482054755e-09,,,,,,,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
385,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,,,759.0,63.37847,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,1.0,1121.251,3.41105513510825e-09,,,,,,,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
386,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,,,759.0,576.9857,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,1.0,697.3034,2.12132728826859e-09,,,,,,,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
387,polymer,EtOH_75 treaded,none,PIM-1,0.0,,110.9054,,,759.0,2.796417,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,1.0,1173.449,3.5407079630104e-09,,,,,,,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
388,polymer,EtOH_75 treaded,none,PIM-1,0.0,,110.9054,,,759.0,27.59159,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,1.0,968.5745,2.92252960709739e-09,,,,,,,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
389,polymer,EtOH_75 treaded,none,PIM-1,0.0,,110.9054,,,759.0,133.1287,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,1.0,757.2046,2.28475234701134e-09,,,,,,,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
390,polymer,EtOH_125 treaded,none,PIM-1,0.0,,132.508,,,759.0,3.998911,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,1.0,877.9722,2.2172631878084e-09,,,,,,,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
391,polymer,EtOH_125 treaded,none,PIM-1,0.0,,132.508,,,759.0,29.11238,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,1.0,850.8013,2.1486448006321e-09,,,,,,,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
392,polymer,EtOH_125 treaded,none,PIM-1,0.0,,132.508,,,759.0,188.681,2.14,298.0,,,100000.0,,none,,,,,,,,,,,,1.0,741.7683,1.87328886435495e-09,,,,,,,,,,,,,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
36,polymer,PI-0.25,none,polyimides,0.0,,50.0,,,411.0,0.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,,,,,,,,,,,,,,,,1.0,9.0,6.02353011726575e-11,,,,,,,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
37,polymer,PI-0.50,none,polyimides,0.0,,50.0,,,219.0,0.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,,,,,,,,,,,,,,,,1.0,5.0,3.34640562070319e-11,,,,,,,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
38,polymer,PI-0.75,none,polyimides,0.0,,50.0,,,63.0,0.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,,,,,,,,,,,,,,,,1.0,2.8,1.87398714759379e-11,,,,,,,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
39,polymer,PI-1.00,none,polyimides,0.0,,50.0,,,53.0,0.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,,,,,,,,,,,,,,,,1.0,0.9,6.02353011726575e-12,,,,,,,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
40,polymer,IPI-0.25,none,ionic copolyimides,0.0,,50.0,,,367.0,0.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,,,,,,,,,,,,,,,,1.0,7.8,5.22039276829698e-11,,,,,,,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
41,polymer,IPI-0.50,none,ionic copolyimides,0.0,,50.0,,,83.0,0.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,,,,,,,,,,,,,,,,1.0,1.5,1.00392168621096e-11,,,,,,,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
42,polymer,IPI-0.75,none,ionic copolyimides,0.0,,50.0,,,56.0,0.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,,,,,,,,,,,,,,,,1.0,0.4,2.67712449656256e-12,,,,,,,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
43,polymer,IPI-1.00,none,ionic copolyimides,0.0,,50.0,,,41.0,0.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,,,,,,,,,,,,,,,,1.0,0.06,4.01568674484383e-13,,,,,,,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
108,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,1.0,3251.95274411765,9.06862745098039e-07,,,,,,,,,,,,,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
109,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,323.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,1.0,2276.36692088235,6.34803921568627e-07,,,,,,,,,,,,,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
110,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,348.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,1.0,1819.33572441176,5.0735294117647e-07,,,,,,,,,,,,,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
111,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,373.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,1.0,1476.56232705882,4.11764705882352e-07,,,,,,,,,,,,,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
112,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,398.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,1.0,1190.91782926471,3.32107843137255e-07,,,,,,,,,,,,,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
118,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,503000.0,103000.0,400000.0,4.0,none,,,,,,,,,,,,,,,,,,1.0,2818.67576783784,7.86036036036036e-07,,,,,,,,,,,,,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
