type;description;support_material;subtype;filler_loadind;previous_thickness;min_thickness;max_thickness;min_pore_size;max_pore_size;pore_volume;specific_surface_area;surface_area;temperature;feed_pressure;permeate_pressure;delta_pressure;feed_flow_rate;sweep_gas;sweep_gas_flow;stage_cut;aging;x_He;P_He;P_He;x_H2;P_H2;P_H2;x_CO2;P_CO2;P_CO2;x_O2;P_O2;P_O2;x_H2S;P_H2S;P_H2S;x_N2;P_N2;P_N2;x_CO;P_CO;P_CO;x_CH4;P_CH4;P_CH4;x_C2H6;P_C2H6;P_C2H6;x_SF6;P_SF6;P_SF6;provided_data_type ;in_reference_data_location;reference;url
polymeric;PI-1.00;NaN;polyimides;none;none;40;60;NaN;NaN;NaN;53;NaN;308;3000000;1000;2999000;NaN;NaN;NaN;0.5;NaN;none;none;none;none;none;none;0.5;8.270717109;5.54E-11;none;none;none;none;none;none;none;none;none;none;none;none;0.5;0.165198238;1.11E-12;none;none;none;none;none;none;permeability;fig 6;XIE W et al 2022;https://doi.org/10.1016/j.seppur.2021.120091
polymeric;PI-1.00;NaN;polyimides;none;none;40;60;NaN;NaN;NaN;53;NaN;308;4000000;1000;3999000;NaN;NaN;NaN;0.5;NaN;none;none;none;none;none;none;0.5;8.06310559;5.40E-11;none;none;none;none;none;none;none;none;none;none;none;none;0.5;0.181718062;1.22E-12;none;none;none;none;none;none;permeability;fig 6;XIE W et al 2022;https://doi.org/10.1016/j.seppur.2021.120091
polymeric;IPI-0.25;NaN;ionic copolyimides;none;none;40;60;NaN;NaN;NaN;367;NaN;308;400000;1000;399000;NaN;NaN;NaN;0.5;NaN;none;none;none;none;none;none;0.5;82.71966527;5.54E-10;none;none;none;none;none;none;none;none;none;none;none;none;0.5;1.354101923;9.06E-12;none;none;none;none;none;none;permeability;fig 6;XIE W et al 2022;https://doi.org/10.1016/j.seppur.2021.120091
polymeric;IPI-0.25;NaN;ionic copolyimides;none;none;40;60;NaN;NaN;NaN;367;NaN;308;1000000;1000;999000;NaN;NaN;NaN;0.5;NaN;none;none;none;none;none;none;0.5;73.05439331;4.89E-10;none;none;none;none;none;none;none;none;none;none;none;none;0.5;1.883511281;1.26E-11;none;none;none;none;none;none;permeability;fig 6;XIE W et al 2022;https://doi.org/10.1016/j.seppur.2021.120091
polymeric;IPI-0.25;NaN;ionic copolyimides;none;none;40;60;NaN;NaN;NaN;367;NaN;308;2000000;1000;1999000;NaN;NaN;NaN;0.5;NaN;none;none;none;none;none;none;0.5;71.92468619;4.81E-10;none;none;none;none;none;none;none;none;none;none;none;none;0.5;1.920963925;1.29E-11;none;none;none;none;none;none;permeability;fig 6;XIE W et al 2022;https://doi.org/10.1016/j.seppur.2021.120091
polymeric;IPI-0.25;NaN;ionic copolyimides;none;none;40;60;NaN;NaN;NaN;367;NaN;308;3000000;1000;2999000;NaN;NaN;NaN;0.5;NaN;none;none;none;none;none;none;0.5;66.0251046;4.42E-10;none;none;none;none;none;none;none;none;none;none;none;none;0.5;1.958249837;1.31E-11;none;none;none;none;none;none;permeability;fig 6;XIE W et al 2022;https://doi.org/10.1016/j.seppur.2021.120091
polymeric;IPI-0.25;NaN;ionic copolyimides;none;none;40;60;NaN;NaN;NaN;367;NaN;308;4000000;1000;3999000;NaN;NaN;NaN;0.5;NaN;none;none;none;none;none;none;0.5;62.38493724;4.18E-10;none;none;none;none;none;none;none;none;none;none;none;none;0.5;2.019632581;1.35E-11;none;none;none;none;none;none;permeability;fig 6;XIE W et al 2022;https://doi.org/10.1016/j.seppur.2021.120091
polymeric;IPI-0.50;NaN;ionic copolyimides;none;none;40;60;NaN;NaN;NaN;83;NaN;308;400000;1000;399000;NaN;NaN;NaN;0.5;NaN;none;none;none;none;none;none;0.5;31.19733925;2.09E-10;none;none;none;none;none;none;none;none;none;none;none;none;0.5;0.480160288;3.21E-12;none;none;none;none;none;none;permeability;fig 6;XIE W et al 2022;https://doi.org/10.1016/j.seppur.2021.120091
polymeric;IPI-0.50;NaN;ionic copolyimides;none;none;40;60;NaN;NaN;NaN;83;NaN;308;1000000;1000;999000;NaN;NaN;NaN;0.5;NaN;none;none;none;none;none;none;0.5;29.26829268;1.96E-10;none;none;none;none;none;none;none;none;none;none;none;none;0.5;0.526197701;3.52E-12;none;none;none;none;none;none;permeability;fig 6;XIE W et al 2022;https://doi.org/10.1016/j.seppur.2021.120091
polymeric;IPI-0.50;NaN;ionic copolyimides;none;none;40;60;NaN;NaN;NaN;83;NaN;308;2000000;1000;1999000;NaN;NaN;NaN;0.5;NaN;none;none;none;none;none;none;0.5;28.13747228;1.88E-10;none;none;none;none;none;none;none;none;none;none;none;none;0.5;0.580053191;3.88E-12;none;none;none;none;none;none;permeability;fig 6;XIE W et al 2022;https://doi.org/10.1016/j.seppur.2021.120091
polymeric;IPI-0.50;NaN;ionic copolyimides;none;none;40;60;NaN;NaN;NaN;83;NaN;308;3000000;1000;2999000;NaN;NaN;NaN;0.5;NaN;none;none;none;none;none;none;0.5;27.60532151;1.85E-10;none;none;none;none;none;none;none;none;none;none;none;none;0.5;0.59241932;3.96E-12;none;none;none;none;none;none;permeability;fig 6;XIE W et al 2022;https://doi.org/10.1016/j.seppur.2021.120091
polymeric;IPI-0.50;NaN;ionic copolyimides;none;none;40;60;NaN;NaN;NaN;83;NaN;308;4000000;1000;3999000;NaN;NaN;NaN;0.5;NaN;none;none;none;none;none;none;0.5;27.53880266;1.84E-10;none;none;none;none;none;none;none;none;none;none;none;none;0.5;0.652659574;4.37E-12;none;none;none;none;none;none;permeability;fig 6;XIE W et al 2022;https://doi.org/10.1016/j.seppur.2021.120091
polymeric;IPI-0.75;NaN;ionic copolyimides;none;none;40;60;NaN;NaN;NaN;56;NaN;308;400000;1000;399000;NaN;NaN;NaN;0.5;NaN;none;none;none;none;none;none;0.5;11.50776053;7.70E-11;none;none;none;none;none;none;none;none;none;none;none;none;0.5;0.143458161;9.60E-13;none;none;none;none;none;none;permeability;fig 6;XIE W et al 2022;https://doi.org/10.1016/j.seppur.2021.120091
polymeric;IPI-0.75;NaN;ionic copolyimides;none;none;40;60;NaN;NaN;NaN;56;NaN;308;1000000;1000;999000;NaN;NaN;NaN;0.5;NaN;none;none;none;none;none;none;0.5;10.90909091;7.30E-11;none;none;none;none;none;none;none;none;none;none;none;none;0.5;0.194281022;1.30E-12;none;none;none;none;none;none;permeability;fig 6;XIE W et al 2022;https://doi.org/10.1016/j.seppur.2021.120091
polymeric;IPI-0.75;NaN;ionic copolyimides;none;none;40;60;NaN;NaN;NaN;56;NaN;308;2000000;1000;1999000;NaN;NaN;NaN;0.5;NaN;none;none;none;none;none;none;0.5;10.37694013;6.95E-11;none;none;none;none;none;none;none;none;none;none;none;none;0.5;0.192287234;1.29E-12;none;none;none;none;none;none;permeability;fig 6;XIE W et al 2022;https://doi.org/10.1016/j.seppur.2021.120091
polymeric;IPI-0.75;NaN;ionic copolyimides;none;none;40;60;NaN;NaN;NaN;56;NaN;308;3000000;1000;2999000;NaN;NaN;NaN;0.5;NaN;none;none;none;none;none;none;0.5;10.11086475;6.77E-11;none;none;none;none;none;none;none;none;none;none;none;none;0.5;0.191887405;1.28E-12;none;none;none;none;none;none;permeability;fig 6;XIE W et al 2022;https://doi.org/10.1016/j.seppur.2021.120091
polymeric;IPI-0.75;NaN;ionic copolyimides;none;none;40;60;NaN;NaN;NaN;56;NaN;308;4000000;1000;3999000;NaN;NaN;NaN;0.5;NaN;none;none;none;none;none;none;0.5;9.911308204;6.63E-11;none;none;none;none;none;none;none;none;none;none;none;none;0.5;0.217021277;1.45E-12;none;none;none;none;none;none;permeability;fig 6;XIE W et al 2022;https://doi.org/10.1016/j.seppur.2021.120091
polymeric;IPI-1.00;NaN;ionic copolyimides;none;none;40;60;NaN;NaN;NaN;41;NaN;308;400000;1000;399000;NaN;NaN;NaN;0.5;NaN;none;none;none;none;none;none;0.5;2.328159645;1.56E-11;none;none;none;none;none;none;none;none;none;none;none;none;0.5;0.02058582;1.38E-13;none;none;none;none;none;none;permeability;fig 6;XIE W et al 2022;https://doi.org/10.1016/j.seppur.2021.120091
polymeric;IPI-1.00;NaN;ionic copolyimides;none;none;40;60;NaN;NaN;NaN;41;NaN;308;1000000;1000;999000;NaN;NaN;NaN;0.5;NaN;none;none;none;none;none;none;0.5;2.261640798;1.51E-11;none;none;none;none;none;none;none;none;none;none;none;none;0.5;0.03151685;2.11E-13;none;none;none;none;none;none;permeability;fig 6;XIE W et al 2022;https://doi.org/10.1016/j.seppur.2021.120091
polymeric;IPI-1.00;NaN;ionic copolyimides;none;none;40;60;NaN;NaN;NaN;41;NaN;308;2000000;1000;1999000;NaN;NaN;NaN;0.5;NaN;none;none;none;none;none;none;0.5;2.062084257;1.38E-11;none;none;none;none;none;none;none;none;none;none;none;none;0.5;0.0375;2.51E-13;none;none;none;none;none;none;permeability;fig 6;XIE W et al 2022;https://doi.org/10.1016/j.seppur.2021.120091
polymeric;IPI-1.00;NaN;ionic copolyimides;none;none;40;60;NaN;NaN;NaN;41;NaN;308;3000000;1000;2999000;NaN;NaN;NaN;0.5;NaN;none;none;none;none;none;none;0.5;1.99556541;1.34E-11;none;none;none;none;none;none;none;none;none;none;none;none;0.5;0.037100171;2.48E-13;none;none;none;none;none;none;permeability;fig 6;XIE W et al 2022;https://doi.org/10.1016/j.seppur.2021.120091
polymeric;IPI-1.00;NaN;ionic copolyimides;none;none;40;60;NaN;NaN;NaN;41;NaN;308;4000000;1000;3999000;NaN;NaN;NaN;0.5;NaN;none;none;none;none;none;none;0.5;1.862527716;1.25E-11;none;none;none;none;none;none;none;none;none;none;none;none;0.5;0.039893617;2.67E-13;none;none;none;none;none;none;permeability;fig 6;XIE W et al 2022;https://doi.org/10.1016/j.seppur.2021.120091
zeolite;O3at473K Seeds0.07; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;298;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;0.5;;7.43E-07;none;none;none;0.5;;1.20E-07;none;none;none;none;none;none;permeance;table S1;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K Seeds0.7; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;298;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;0.5;;0.00000085;none;none;none;0.5;;7.33E-08;none;none;none;none;none;none;permeance;table S1;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K Seeds7; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;298;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;0.5;;0.00000011;none;none;none;0.5;;0.000000054;none;none;none;none;none;none;permeance;table S1;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O2at673K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.33;791;NaN;298;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;0.5;;6.79E-07;none;none;none;0.5;;1.16E-08;none;none;none;none;none;none;permeance;table S2;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O2at753K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.33;791;NaN;298;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;0.5;;9.57E-07;none;none;none;0.5;;3.01E-08;none;none;none;none;none;none;permeance;table S2;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;AIRat673K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.31;714;NaN;298;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;0.5;;8.90E-07;none;none;none;0.5;;2.66E-08;none;none;none;none;none;none;permeance;table S2;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;AIRat753K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.31;714;NaN;298;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;0.5;;0.00000147;none;none;none;0.5;;8.06E-08;none;none;none;none;none;none;permeance;table S2;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K calcination_time_6h; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;298;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;0.5;;4.94E-07;none;none;none;0.5;;4.76E-08;none;none;none;none;none;none;permeance;fig 6;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K calcination_time_12h; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;298;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;0.5;;5.71E-07;none;none;none;0.5;;6.20E-08;none;none;none;none;none;none;permeance;fig 6;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K calcination_time_24h; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;298;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;0.5;;6.21E-07;none;none;none;0.5;;6.94E-08;none;none;none;none;none;none;permeance;fig 6;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K calcination_time_48h; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;298;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;0.5;;6.84E-07;none;none;none;0.5;;7.87E-08;none;none;none;none;none;none;permeance;fig 6;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K calcination_time_60h; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;298;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;0.5;;6.91E-07;none;none;none;0.5;;7.99E-08;none;none;none;none;none;none;permeance;fig 6;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;298;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;1;;4.62E-06;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeance;fig 7;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;298;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;1;;6.57E-06;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;permeance;fig 7;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;298;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;;1.72E-08;none;none;none;permeance;fig 7;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;298;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;;6.60E-09;permeance;fig 7;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;298;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;;9.07E-07;none;none;none;none;none;none;none;none;none;none;none;none;permeance;fig 8a;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;323;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;;6.35E-07;none;none;none;none;none;none;none;none;none;none;none;none;permeance;fig 8a;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;348;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;;5.07E-07;none;none;none;none;none;none;none;none;none;none;none;none;permeance;fig 8a;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;373;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;;4.12E-07;none;none;none;none;none;none;none;none;none;none;none;none;permeance;fig 8a;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;398;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;;3.32E-07;none;none;none;none;none;none;none;none;none;none;none;none;permeance;fig 8a;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;298;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;;5.51E-08;none;none;none;none;none;none;permeance;fig 8a;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;323;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;;5.02E-08;none;none;none;none;none;none;permeance;fig 8a;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;348;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;;4.78E-08;none;none;none;none;none;none;permeance;fig 8a;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;373;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;;4.66E-08;none;none;none;none;none;none;permeance;fig 8a;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;398;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;;4.53E-08;none;none;none;none;none;none;permeance;fig 8a;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;298;503000;103000;400000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;;7.86E-07;none;none;none;none;none;none;none;none;none;none;none;none;permeance;fig 8b;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;298;703000;103000;600000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;;7.80E-07;none;none;none;none;none;none;none;none;none;none;none;none;permeance;fig 8b;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;298;903000;103000;800000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;;7.71E-07;none;none;none;none;none;none;none;none;none;none;none;none;permeance;fig 8b;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;298;1103000;103000;1000000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;;7.60E-07;none;none;none;none;none;none;none;none;none;none;none;none;permeance;fig 8b;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;298;503000;103000;400000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;;5.52E-08;none;none;none;none;none;none;permeance;fig 8b;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;298;703000;103000;600000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;;5.52E-08;none;none;none;none;none;none;permeance;fig 8b;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;298;903000;103000;800000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;;5.52E-08;none;none;none;none;none;none;permeance;fig 8b;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;298;1103000;103000;1000000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;1;;5.74E-08;none;none;none;none;none;none;permeance;fig 8b;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;298;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;0.1;;5.67E-07;none;none;none;0.9;;5.56E-08;none;none;none;none;none;none;permeance;fig 9b;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;323;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;0.1;;5.22E-07;none;none;none;0.9;;6.13E-08;none;none;none;none;none;none;permeance;fig 9b;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
zeolite;O3at473K; alfa-alumina tubes;SSZ-13;none;none;1.2;1.2;0.38;0.38;0.27;624;NaN;348;303000;103000;200000;4;NaN;NaN;NaN;NaN;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;0.1;;4.89E-07;none;none;none;0.9;;6.29E-08;none;none;none;none;none;none;permeance;fig 9b;LI Y et al 2021;https://doi.org/10.1016/j.memsci.2021.119349
